Site Name ,ST-HENRI
Site Number ,100
Logger ,Capacitive Water Level
Logger Serial Number ,41387


Scan No ,Date and Time,       Capacitive Water Level,        ,
103,15/06/2024 , 21:00:00,2651,2651
104,15/06/2024 , 22:00:00,2652,2652
105,15/06/2024 , 23:00:00,2655,2655
106,15/06/2024 , 23:59:59,2657,2657
107,16/06/2024 , 01:00:00,2659,2659
108,16/06/2024 , 02:00:00,2660,2660
109,16/06/2024 , 03:00:00,2661,2661
110,16/06/2024 , 04:00:00,2661,2661
111,16/06/2024 , 05:00:00,2663,2663
112,16/06/2024 , 06:00:00,2664,2664
113,16/06/2024 , 07:00:00,2664,2664
114,16/06/2024 , 08:00:00,2664,2664
115,16/06/2024 , 09:00:00,2664,2664
116,16/06/2024 , 10:00:00,2662,2662
117,16/06/2024 , 11:00:00,2655,2655
118,16/06/2024 , 12:00:00,2647,2647
119,16/06/2024 , 13:00:00,2641,2641
120,16/06/2024 , 14:00:00,2637,2637
121,16/06/2024 , 15:00:00,2633,2633
122,16/06/2024 , 16:00:00,2627,2627
123,16/06/2024 , 17:00:00,2624,2624
124,16/06/2024 , 18:00:00,2622,2622
125,16/06/2024 , 19:00:00,2620,2620
126,16/06/2024 , 20:00:00,2620,2620
127,16/06/2024 , 21:00:00,2620,2620
128,16/06/2024 , 22:00:00,2620,2620
129,16/06/2024 , 23:00:00,2623,2623
130,16/06/2024 , 23:59:59,2624,2624
131,17/06/2024 , 01:00:00,2627,2627
132,17/06/2024 , 02:00:00,2627,2627
133,17/06/2024 , 03:00:00,2630,2630
134,17/06/2024 , 04:00:00,2633,2633
135,17/06/2024 , 05:00:00,2635,2635
136,17/06/2024 , 06:00:00,2641,2641
137,17/06/2024 , 07:00:00,2644,2644
138,17/06/2024 , 08:00:00,2643,2643
139,17/06/2024 , 09:00:00,2644,2644
140,17/06/2024 , 10:00:00,2644,2644
141,17/06/2024 , 11:00:00,2645,2645
142,17/06/2024 , 12:00:00,2645,2645
143,17/06/2024 , 13:00:00,2644,2644
144,17/06/2024 , 14:00:00,2644,2644
145,17/06/2024 , 15:00:00,2644,2644
146,17/06/2024 , 16:00:00,2642,2642
147,17/06/2024 , 17:00:00,2642,2642
148,17/06/2024 , 18:00:00,2640,2640
149,17/06/2024 , 19:00:00,2640,2640
150,17/06/2024 , 20:00:00,2640,2640
151,17/06/2024 , 21:00:00,2641,2641
152,17/06/2024 , 22:00:00,2642,2642
153,17/06/2024 , 23:00:00,2643,2643
154,17/06/2024 , 23:59:59,2645,2645
155,18/06/2024 , 01:00:00,2645,2645
156,18/06/2024 , 02:00:00,2646,2646
157,18/06/2024 , 03:00:00,2646,2646
158,18/06/2024 , 04:00:00,2647,2647
159,18/06/2024 , 05:00:00,2647,2647
160,18/06/2024 , 06:00:00,2647,2647
161,18/06/2024 , 07:00:00,2646,2646
162,18/06/2024 , 08:00:00,2646,2646
163,18/06/2024 , 09:00:00,2647,2647
164,18/06/2024 , 10:00:00,2641,2641
165,18/06/2024 , 11:00:00,2634,2634
166,18/06/2024 , 12:00:00,2626,2626
167,18/06/2024 , 13:00:00,2617,2617
168,18/06/2024 , 14:00:00,2607,2607
169,18/06/2024 , 15:00:00,2600,2600
170,18/06/2024 , 16:00:00,2596,2596
171,18/06/2024 , 17:00:00,2590,2590
172,18/06/2024 , 18:00:00,2587,2587
173,18/06/2024 , 19:00:00,2586,2586
174,18/06/2024 , 20:00:00,2590,2590
175,18/06/2024 , 21:00:00,2592,2592
176,18/06/2024 , 22:00:00,2593,2593
177,18/06/2024 , 23:00:00,2595,2595
178,18/06/2024 , 23:59:59,2598,2598
179,19/06/2024 , 01:00:00,2599,2599
180,19/06/2024 , 02:00:00,2601,2601
181,19/06/2024 , 03:00:00,2601,2601
182,19/06/2024 , 04:00:00,2603,2603
183,19/06/2024 , 05:00:00,2605,2605
184,19/06/2024 , 06:00:00,2607,2607
185,19/06/2024 , 07:00:00,2607,2607
186,19/06/2024 , 08:00:00,2605,2605
187,19/06/2024 , 09:00:00,2597,2597
188,19/06/2024 , 10:00:00,2586,2586
189,19/06/2024 , 11:00:00,2578,2578
190,19/06/2024 , 12:00:00,2570,2570
191,19/06/2024 , 13:00:00,2561,2561
192,19/06/2024 , 14:00:00,2547,2547
193,19/06/2024 , 15:00:00,2539,2539
194,19/06/2024 , 16:00:00,2530,2530
195,19/06/2024 , 17:00:00,2525,2525
196,19/06/2024 , 18:00:00,2521,2521
197,19/06/2024 , 19:00:00,2521,2521
198,19/06/2024 , 20:00:00,2523,2523
199,19/06/2024 , 21:00:00,2525,2525
200,19/06/2024 , 22:00:00,2532,2532
201,19/06/2024 , 23:00:00,2537,2537
202,19/06/2024 , 23:59:59,2541,2541
203,20/06/2024 , 01:00:00,2544,2544
204,20/06/2024 , 02:00:00,2548,2548
205,20/06/2024 , 03:00:00,2551,2551
206,20/06/2024 , 04:00:00,2553,2553
207,20/06/2024 , 05:00:00,2555,2555
208,20/06/2024 , 06:00:00,2559,2559
209,20/06/2024 , 07:00:00,2557,2557
210,20/06/2024 , 08:00:00,2553,2553
211,20/06/2024 , 09:00:00,2540,2540
212,20/06/2024 , 10:00:00,2522,2522
213,20/06/2024 , 11:00:00,2512,2512
214,20/06/2024 , 12:00:00,2502,2502
215,20/06/2024 , 13:00:00,2491,2491
216,20/06/2024 , 14:00:00,2484,2484
217,20/06/2024 , 15:00:00,2474,2474
218,20/06/2024 , 16:00:00,2462,2462
219,20/06/2024 , 17:00:00,2455,2455
220,20/06/2024 , 18:00:00,2451,2451
221,20/06/2024 , 19:00:00,2450,2450
222,20/06/2024 , 20:00:00,2451,2451
223,20/06/2024 , 21:00:00,2453,2453
224,20/06/2024 , 22:00:00,2458,2458
225,20/06/2024 , 23:00:00,2462,2462
226,20/06/2024 , 23:59:59,2464,2464
227,21/06/2024 , 01:00:00,2465,2465
228,21/06/2024 , 02:00:00,2468,2468
229,21/06/2024 , 03:00:00,2474,2474
230,21/06/2024 , 04:00:00,2478,2478
231,21/06/2024 , 05:00:00,2481,2481
232,21/06/2024 , 06:00:00,2485,2485
233,21/06/2024 , 07:00:00,2489,2489
234,21/06/2024 , 08:00:00,2493,2493
235,21/06/2024 , 09:00:00,2496,2496
236,21/06/2024 , 10:00:00,2496,2496
237,21/06/2024 , 11:00:00,2497,2497
238,21/06/2024 , 12:00:00,2494,2494
239,21/06/2024 , 13:00:00,2487,2487
240,21/06/2024 , 14:00:00,2479,2479
241,21/06/2024 , 15:00:00,2470,2470
242,21/06/2024 , 16:00:00,2460,2460
243,21/06/2024 , 17:00:00,2452,2452
244,21/06/2024 , 18:00:00,2449,2449
245,21/06/2024 , 19:00:00,2445,2445
246,21/06/2024 , 20:00:00,2447,2447
247,21/06/2024 , 21:00:00,2450,2450
248,21/06/2024 , 22:00:00,2454,2454
249,21/06/2024 , 23:00:00,2456,2456
250,21/06/2024 , 23:59:59,2458,2458
251,22/06/2024 , 01:00:00,2462,2462
252,22/06/2024 , 02:00:00,2465,2465
253,22/06/2024 , 03:00:00,2470,2470
254,22/06/2024 , 04:00:00,2474,2474
255,22/06/2024 , 05:00:00,2479,2479
256,22/06/2024 , 06:00:00,2483,2483
257,22/06/2024 , 07:00:00,2487,2487
258,22/06/2024 , 08:00:00,2491,2491
259,22/06/2024 , 09:00:00,2492,2492
260,22/06/2024 , 10:00:00,2486,2486
261,22/06/2024 , 11:00:00,2468,2468
262,22/06/2024 , 12:00:00,2448,2448
263,22/06/2024 , 13:00:00,2434,2434
264,22/06/2024 , 14:00:00,2427,2427
265,22/06/2024 , 15:00:00,2418,2418
266,22/06/2024 , 16:00:00,2408,2408
267,22/06/2024 , 17:00:00,2401,2401
268,22/06/2024 , 18:00:00,2398,2398
269,22/06/2024 , 19:00:00,2397,2397
270,22/06/2024 , 20:00:00,2402,2402
271,22/06/2024 , 21:00:00,2406,2406
272,22/06/2024 , 22:00:00,2411,2411
273,22/06/2024 , 23:00:00,2416,2416
274,22/06/2024 , 23:59:59,2419,2419
275,23/06/2024 , 01:00:00,2425,2425
276,23/06/2024 , 02:00:00,2435,2435
277,23/06/2024 , 03:00:00,2443,2443
278,23/06/2024 , 04:00:00,2448,2448
279,23/06/2024 , 05:00:00,2453,2453
280,23/06/2024 , 06:00:00,2458,2458
281,23/06/2024 , 07:00:00,2467,2467
282,23/06/2024 , 08:00:00,2548,2548
283,23/06/2024 , 09:00:00,2640,2640
284,23/06/2024 , 10:00:00,2666,2666
285,23/06/2024 , 11:00:00,2696,2696
286,23/06/2024 , 12:00:00,2713,2713
287,23/06/2024 , 13:00:00,2716,2716
288,23/06/2024 , 14:00:00,2708,2708
289,23/06/2024 , 15:00:00,2720,2720
290,23/06/2024 , 16:00:00,2723,2723
291,23/06/2024 , 17:00:00,2714,2714
292,23/06/2024 , 18:00:00,2711,2711
293,23/06/2024 , 19:00:00,2708,2708
294,23/06/2024 , 20:00:00,2713,2713
295,23/06/2024 , 21:00:00,2724,2724
296,23/06/2024 , 22:00:00,2717,2717
297,23/06/2024 , 23:00:00,2714,2714
298,23/06/2024 , 23:59:59,2713,2713
299,24/06/2024 , 01:00:00,2712,2712
300,24/06/2024 , 02:00:00,2711,2711
301,24/06/2024 , 03:00:00,2708,2708
302,24/06/2024 , 04:00:00,2706,2706
303,24/06/2024 , 05:00:00,2705,2705
304,24/06/2024 , 06:00:00,2705,2705
305,24/06/2024 , 07:00:00,2705,2705
306,24/06/2024 , 08:00:00,2703,2703
307,24/06/2024 , 09:00:00,2702,2702
308,24/06/2024 , 10:00:00,2703,2703
309,24/06/2024 , 11:00:00,2699,2699
310,24/06/2024 , 12:00:00,2696,2696
311,24/06/2024 , 13:00:00,2694,2694
312,24/06/2024 , 14:00:00,2693,2693
313,24/06/2024 , 15:00:00,2692,2692
314,24/06/2024 , 16:00:00,2686,2686
315,24/06/2024 , 17:00:00,2684,2684
316,24/06/2024 , 18:00:00,2682,2682
317,24/06/2024 , 19:00:00,2684,2684
318,24/06/2024 , 20:00:00,2684,2684
319,24/06/2024 , 21:00:00,2684,2684
320,24/06/2024 , 22:00:00,2685,2685
321,24/06/2024 , 23:00:00,2684,2684
322,24/06/2024 , 23:59:59,2685,2685
323,25/06/2024 , 01:00:00,2684,2684
324,25/06/2024 , 02:00:00,2684,2684
325,25/06/2024 , 03:00:00,2684,2684
326,25/06/2024 , 04:00:00,2683,2683
327,25/06/2024 , 05:00:00,2683,2683
328,25/06/2024 , 06:00:00,2684,2684
329,25/06/2024 , 07:00:00,2684,2684
330,25/06/2024 , 08:00:00,2684,2684
331,25/06/2024 , 09:00:00,2688,2688
332,25/06/2024 , 10:00:00,2675,2675
333,25/06/2024 , 11:00:00,2671,2671
334,25/06/2024 , 12:00:00,2670,2670
335,25/06/2024 , 13:00:00,2657,2657
336,25/06/2024 , 14:00:00,2650,2650
337,25/06/2024 , 15:00:00,2646,2646
338,25/06/2024 , 16:00:00,2643,2643
339,25/06/2024 , 17:00:00,2641,2641
340,25/06/2024 , 18:00:00,2641,2641
341,25/06/2024 , 19:00:00,2640,2640
342,25/06/2024 , 20:00:00,2640,2640
343,25/06/2024 , 21:00:00,2640,2640
344,25/06/2024 , 22:00:00,2640,2640
345,25/06/2024 , 23:00:00,2641,2641
346,25/06/2024 , 23:59:59,2645,2645
347,26/06/2024 , 01:00:00,2647,2647
348,26/06/2024 , 02:00:00,2650,2650
349,26/06/2024 , 03:00:00,2651,2651
350,26/06/2024 , 04:00:00,2653,2653
351,26/06/2024 , 05:00:00,2666,2666
352,26/06/2024 , 06:00:00,2669,2669
353,26/06/2024 , 07:00:00,2679,2679
354,26/06/2024 , 08:00:00,2676,2676
355,26/06/2024 , 09:00:00,2675,2675
356,26/06/2024 , 10:00:00,2674,2674
357,26/06/2024 , 11:00:00,2671,2671
358,26/06/2024 , 12:00:00,2661,2661
359,26/06/2024 , 13:00:00,2654,2654
360,26/06/2024 , 14:00:00,2696,2696
361,26/06/2024 , 15:00:00,2689,2689
362,26/06/2024 , 16:00:00,2699,2699
363,26/06/2024 , 17:00:00,2689,2689
364,26/06/2024 , 18:00:00,2681,2681
365,26/06/2024 , 19:00:00,2677,2677
366,26/06/2024 , 20:00:00,2676,2676
367,26/06/2024 , 21:00:00,2675,2675
368,26/06/2024 , 22:00:00,2674,2674
369,26/06/2024 , 23:00:00,2674,2674
370,26/06/2024 , 23:59:59,2673,2673
371,27/06/2024 , 01:00:00,2673,2673
372,27/06/2024 , 02:00:00,2672,2672
373,27/06/2024 , 03:00:00,2674,2674
374,27/06/2024 , 04:00:00,2702,2702
375,27/06/2024 , 05:00:00,2713,2713
376,27/06/2024 , 06:00:00,2711,2711
377,27/06/2024 , 07:00:00,2706,2706
378,27/06/2024 , 08:00:00,2704,2704
379,27/06/2024 , 09:00:00,2697,2697
380,27/06/2024 , 10:00:00,2692,2692
381,27/06/2024 , 11:00:00,2689,2689
382,27/06/2024 , 12:00:00,2687,2687
383,27/06/2024 , 13:00:00,2684,2684
384,27/06/2024 , 14:00:00,2675,2675
385,27/06/2024 , 15:00:00,2670,2670
386,27/06/2024 , 16:00:00,2700,2700
387,27/06/2024 , 17:00:00,2708,2708
388,27/06/2024 , 18:00:00,2706,2706
389,27/06/2024 , 19:00:00,2708,2708
390,27/06/2024 , 20:00:00,2708,2708
391,27/06/2024 , 21:00:00,2702,2702
392,27/06/2024 , 22:00:00,2697,2697
393,27/06/2024 , 23:00:00,2692,2692
394,27/06/2024 , 23:59:59,2689,2689
395,28/06/2024 , 01:00:00,2687,2687
396,28/06/2024 , 02:00:00,2685,2685
397,28/06/2024 , 03:00:00,2684,2684
398,28/06/2024 , 04:00:00,2684,2684
399,28/06/2024 , 05:00:00,2681,2681
400,28/06/2024 , 06:00:00,2680,2680
401,28/06/2024 , 07:00:00,2681,2681
402,28/06/2024 , 08:00:00,2679,2679
403,28/06/2024 , 09:00:00,2675,2675
404,28/06/2024 , 10:00:00,2672,2672
405,28/06/2024 , 11:00:00,2670,2670
406,28/06/2024 , 12:00:00,2661,2661
407,28/06/2024 , 13:00:00,2650,2650
408,28/06/2024 , 14:00:00,2641,2641
409,28/06/2024 , 15:00:00,2638,2638
410,28/06/2024 , 16:00:00,2635,2635
411,28/06/2024 , 17:00:00,2633,2633
412,28/06/2024 , 18:00:00,2631,2631
413,28/06/2024 , 19:00:00,2631,2631
414,28/06/2024 , 20:00:00,2630,2630
415,28/06/2024 , 21:00:00,2631,2631
416,28/06/2024 , 22:00:00,2631,2631
417,28/06/2024 , 23:00:00,2632,2632
418,28/06/2024 , 23:59:59,2633,2633
419,29/06/2024 , 01:00:00,2635,2635
420,29/06/2024 , 02:00:00,2635,2635
421,29/06/2024 , 03:00:00,2636,2636
422,29/06/2024 , 04:00:00,2637,2637
423,29/06/2024 , 05:00:00,2637,2637
424,29/06/2024 , 06:00:00,2638,2638
425,29/06/2024 , 07:00:00,2640,2640
426,29/06/2024 , 08:00:00,2639,2639
427,29/06/2024 , 09:00:00,2638,2638
428,29/06/2024 , 10:00:00,2631,2631
429,29/06/2024 , 11:00:00,2627,2627
430,29/06/2024 , 12:00:00,2624,2624
431,29/06/2024 , 13:00:00,2635,2635
432,29/06/2024 , 14:00:00,2652,2652
433,29/06/2024 , 15:00:00,2661,2661
434,29/06/2024 , 16:00:00,2652,2652
435,29/06/2024 , 17:00:00,2657,2657
436,29/06/2024 , 18:00:00,2691,2691
437,29/06/2024 , 19:00:00,2696,2696
438,29/06/2024 , 20:00:00,2703,2703
439,29/06/2024 , 21:00:00,2710,2710
440,29/06/2024 , 22:00:00,2706,2706
441,29/06/2024 , 23:00:00,2708,2708
442,29/06/2024 , 23:59:59,2709,2709
443,30/06/2024 , 01:00:00,2706,2706
444,30/06/2024 , 02:00:00,2701,2701
445,30/06/2024 , 03:00:00,2696,2696
446,30/06/2024 , 04:00:00,2694,2694
447,30/06/2024 , 05:00:00,2691,2691
448,30/06/2024 , 06:00:00,2707,2707
449,30/06/2024 , 07:00:00,2722,2722
450,30/06/2024 , 08:00:00,2716,2716
451,30/06/2024 , 09:00:00,2727,2727
452,30/06/2024 , 10:00:00,2729,2729
453,30/06/2024 , 11:00:00,2725,2725
454,30/06/2024 , 12:00:00,2717,2717
455,30/06/2024 , 13:00:00,2711,2711
456,30/06/2024 , 14:00:00,2708,2708
457,30/06/2024 , 15:00:00,2719,2719
458,30/06/2024 , 16:00:00,2714,2714
459,30/06/2024 , 17:00:00,2709,2709
460,30/06/2024 , 18:00:00,2706,2706
461,30/06/2024 , 19:00:00,2705,2705
462,30/06/2024 , 20:00:00,2704,2704
463,30/06/2024 , 21:00:00,2703,2703
464,30/06/2024 , 22:00:00,2703,2703
465,30/06/2024 , 23:00:00,2702,2702
466,30/06/2024 , 23:59:59,2702,2702
467,01/07/2024 , 01:00:00,2702,2702
468,01/07/2024 , 02:00:00,2702,2702
469,01/07/2024 , 03:00:00,2700,2700
470,01/07/2024 , 04:00:00,2700,2700
471,01/07/2024 , 05:00:00,2699,2699
472,01/07/2024 , 06:00:00,2700,2700
473,01/07/2024 , 07:00:00,2700,2700
474,01/07/2024 , 08:00:00,2695,2695
475,01/07/2024 , 09:00:00,2692,2692
476,01/07/2024 , 10:00:00,2689,2689
477,01/07/2024 , 11:00:00,2682,2682
478,01/07/2024 , 12:00:00,2676,2676
479,01/07/2024 , 13:00:00,2673,2673
480,01/07/2024 , 14:00:00,2669,2669
481,01/07/2024 , 15:00:00,2666,2666
482,01/07/2024 , 16:00:00,2664,2664
483,01/07/2024 , 17:00:00,2665,2665
484,01/07/2024 , 18:00:00,2666,2666
485,01/07/2024 , 19:00:00,2666,2666
486,01/07/2024 , 20:00:00,2666,2666
487,01/07/2024 , 21:00:00,2667,2667
488,01/07/2024 , 22:00:00,2669,2669
489,01/07/2024 , 23:00:00,2669,2669
490,01/07/2024 , 23:59:59,2669,2669
491,02/07/2024 , 01:00:00,2670,2670
492,02/07/2024 , 02:00:00,2671,2671
493,02/07/2024 , 03:00:00,2671,2671
494,02/07/2024 , 04:00:00,2672,2672
495,02/07/2024 , 05:00:00,2673,2673
496,02/07/2024 , 06:00:00,2674,2674
497,02/07/2024 , 07:00:00,2674,2674
498,02/07/2024 , 08:00:00,2674,2674
499,02/07/2024 , 09:00:00,2674,2674
500,02/07/2024 , 10:00:00,2673,2673
501,02/07/2024 , 11:00:00,2669,2669
502,02/07/2024 , 12:00:00,2661,2661
503,02/07/2024 , 13:00:00,2653,2653
504,02/07/2024 , 14:00:00,2647,2647
505,02/07/2024 , 15:00:00,2642,2642
506,02/07/2024 , 16:00:00,2636,2636
507,02/07/2024 , 17:00:00,2634,2634
508,02/07/2024 , 18:00:00,2632,2632
509,02/07/2024 , 19:00:00,2633,2633
510,02/07/2024 , 20:00:00,2633,2633
511,02/07/2024 , 21:00:00,2634,2634
512,02/07/2024 , 22:00:00,2634,2634
513,02/07/2024 , 23:00:00,2635,2635
514,02/07/2024 , 23:59:59,2636,2636
515,03/07/2024 , 01:00:00,2638,2638
516,03/07/2024 , 02:00:00,2638,2638
517,03/07/2024 , 03:00:00,2640,2640
518,03/07/2024 , 04:00:00,2642,2642
519,03/07/2024 , 05:00:00,2643,2643
520,03/07/2024 , 06:00:00,2647,2647
521,03/07/2024 , 07:00:00,2646,2646
522,03/07/2024 , 08:00:00,2647,2647
523,03/07/2024 , 09:00:00,2646,2646
524,03/07/2024 , 10:00:00,2638,2638
525,03/07/2024 , 11:00:00,2633,2633
526,03/07/2024 , 12:00:00,2624,2624
527,03/07/2024 , 13:00:00,2611,2611
528,03/07/2024 , 14:00:00,2605,2605
529,03/07/2024 , 15:00:00,2605,2605
530,03/07/2024 , 16:00:00,2606,2606
531,03/07/2024 , 17:00:00,2601,2601
532,03/07/2024 , 18:00:00,2601,2601
533,03/07/2024 , 19:00:00,2603,2603
534,03/07/2024 , 20:00:00,2606,2606
535,03/07/2024 , 21:00:00,2609,2609
536,03/07/2024 , 22:00:00,2612,2612
537,03/07/2024 , 23:00:00,2621,2621
538,03/07/2024 , 23:59:59,2625,2625
539,04/07/2024 , 01:00:00,2629,2629
540,04/07/2024 , 02:00:00,2674,2674
541,04/07/2024 , 03:00:00,2671,2671
542,04/07/2024 , 04:00:00,2674,2674
543,04/07/2024 , 05:00:00,2675,2675
544,04/07/2024 , 06:00:00,2674,2674
545,04/07/2024 , 07:00:00,2676,2676
546,04/07/2024 , 08:00:00,2675,2675
547,04/07/2024 , 09:00:00,2674,2674
548,04/07/2024 , 10:00:00,2671,2671
549,04/07/2024 , 11:00:00,2666,2666
550,04/07/2024 , 12:00:00,2652,2652
551,04/07/2024 , 13:00:00,2641,2641
552,04/07/2024 , 14:00:00,2631,2631
553,04/07/2024 , 15:00:00,2620,2620
554,04/07/2024 , 16:00:00,2611,2611
555,04/07/2024 , 17:00:00,2605,2605
556,04/07/2024 , 18:00:00,2601,2601
557,04/07/2024 , 19:00:00,2599,2599
558,04/07/2024 , 20:00:00,2600,2600
559,04/07/2024 , 21:00:00,2605,2605
560,04/07/2024 , 22:00:00,2607,2607
561,04/07/2024 , 23:00:00,2624,2624
562,04/07/2024 , 23:59:59,2634,2634
563,05/07/2024 , 01:00:00,2631,2631
564,05/07/2024 , 02:00:00,2631,2631
565,05/07/2024 , 03:00:00,2630,2630
566,05/07/2024 , 04:00:00,2631,2631
567,05/07/2024 , 05:00:00,2666,2666
568,05/07/2024 , 06:00:00,2688,2688
569,05/07/2024 , 07:00:00,2678,2678
570,05/07/2024 , 08:00:00,2672,2672
571,05/07/2024 , 09:00:00,2670,2670
572,05/07/2024 , 10:00:00,2667,2667
573,05/07/2024 , 11:00:00,2662,2662
574,05/07/2024 , 12:00:00,2653,2653
575,05/07/2024 , 13:00:00,2643,2643
576,05/07/2024 , 14:00:00,2633,2633
577,05/07/2024 , 15:00:00,2622,2622
578,05/07/2024 , 16:00:00,2610,2610
579,05/07/2024 , 17:00:00,2605,2605
580,05/07/2024 , 18:00:00,2597,2597
581,05/07/2024 , 19:00:00,2596,2596
582,05/07/2024 , 20:00:00,2597,2597
583,05/07/2024 , 21:00:00,2598,2598
584,05/07/2024 , 22:00:00,2599,2599
585,05/07/2024 , 23:00:00,2601,2601
586,05/07/2024 , 23:59:59,2601,2601
587,06/07/2024 , 01:00:00,2601,2601
588,06/07/2024 , 02:00:00,2601,2601
589,06/07/2024 , 03:00:00,2601,2601
590,06/07/2024 , 04:00:00,2601,2601
591,06/07/2024 , 05:00:00,2601,2601
592,06/07/2024 , 06:00:00,2705,2705
593,06/07/2024 , 07:00:00,2721,2721
594,06/07/2024 , 08:00:00,2722,2722
595,06/07/2024 , 09:00:00,2720,2720
596,06/07/2024 , 10:00:00,2720,2720
597,06/07/2024 , 11:00:00,2720,2720
598,06/07/2024 , 12:00:00,2720,2720
599,06/07/2024 , 13:00:00,2713,2713
600,06/07/2024 , 14:00:00,2709,2709
