file.uid;lat.garmin.dms;long.garmin.dms;measure_status;chapitre;site.uid;well.uid;trmnt.uid;lab.probe.id;probe.uid;probe.brand;cal.neg.length1_mm;cal.value1;cal.neg.length2_mm;cal.value2;cal.neg.length3_mm;cal.value3;long.fil.cm;comment;day.begining.aaaa.mm.dd.hh.mm;day.end.aaaa.mm.dd.hh.mm;distance.m;out.long.tuyau.sol.cm;pt.haut.cm;pt.bas1.cm;pt.bas2.cm;pt.bas3.cm;in.bulleur1.prof.cm;in.bulleur1.rel.to.surface.cm;in.bulleur1.date.aaaammdd;in.bulleur1.time.tz.orig;in.bulleur1.obs;in.bulleur2.prof.cm;in.bulleur2.rel.to.surface.cm;in.bulleur2.date.aaaammdd;in.bulleur2.time.tz.orig;in.bulleur2.obs;in.bulleur3.prof.cm;in.bulleur3.rel.to.surface.cm;in.bulleur3.date.aaaammdd;in.bulleur3.time.tz.orig;in.bulleur3.obs;in.bulleur4.prof.cm;in.bulleur4.rel.to.surface.cm;in.bulleur4.date.aaaammdd;in.bulleur4.time.tz.orig;in.bulleur4.obs;x.archive.cal.station_id;x.archive.cal.length.cm;x.archive.2.neg.cal.OUI.length_mm;x.archive.cal.value;x.archive.cal.order;x.archive.measure_type
41378_20251128;46,70583;-71,06376;verified;ch2;STH;STH.C.p2,5m.2025;STH.C;;41378;ODYSSEY;-800;1787;-200;3056;;;80;archive out :  56,4  (??) // 27 nov zip level (vs sol du puits m1m) = 27,2 cm // N'a pas enregistré de données… //41376 erroné, c'était 41378 tout le long (?) // CANAL LUI (27 nov);2025-05-03 17:00;2025-11-27 11:00;0;27,2;27,2;0;0;0;21,5;-21,5;2025-07-30;14:53:01;"AG;AP";47;-47;2025-09-18;15:15:00;AG;18,5;-18,5;2025-11-27;10:00:00;AG;29,75;-29,75;2025-10-16;12:15:00;AG;NA;80;;1787;1;calibration
22195248_20250721;47,6271;-64,81913;approved;ch3;INK;INK.ch3.C.3.2025;INK.ch3.C;NA;22195248;HOBO U20L;;;;;;;135,3;"out 21 juill 25,4;25,6;24,7 -> depuis le 15 juin";2025-06-23 14:00;2025-07-21 10:00;NA;25,2;25,2;0;0;0;149,3;-149,3;2025-07-21;10:05:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274;;;;NA;NA
22195246_20250721;47,62741;-64,81912;approved;ch3;INK;INK.ch3.C.2.2025;INK.ch3.C;NA;22195246;HOBO U20L;;;;;;;236,3;;2025-05-30 14:00;2025-07-21 09:00;NA;42;42;0;0;0;183,6;-183,6;2025-07-21;09:48:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274;;;;NA;NA
22195244_20250721;47,62749;-64,8191;approved;ch3;INK;INK.ch3.C.1.2025;INK.ch3.C;NA;22195244;HOBO U20L;;;;;;;171,1;;2025-05-30 14:00;2025-07-21 09:00;NA;51,9;51,9;0;0;0;187,8;-187,8;2025-07-21;09:40:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274;;;;NA;NA
22195248_20250721;47,6271;-64,81913;approved;ch3;INK;INK.ch3.C.3.2025;INK.ch3.C;NA;22195248;HOBO U20L;;;;;;;135,3;out orig ici / bulleur nécessaire ? mm calib que son homologue 22195248_2025;2025-05-30 14:00;2025-06-15 10:00;NA;49;49;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274;;;;NA;NA
41378_20251128;46,70583;-71,06376;rejected;ch2;STH;STH.C.p2,5m.2025;STH.C;;41378;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 11:00;0;27,2;27,2;0;0;0;21,5;-21,5;2025-07-30;14:53:01;"AG;AP";47;-47;2025-09-18;15:15:00;AG;18,5;-18,5;2025-11-27;10:00:00;AG;29,75;-29,75;2025-10-16;12:15:00;AG;NA;20;CADUQUE;3056;2;calibration
41378_20251128;46,70583;-71,06376;rejected;ch2;STH;STH.C.p2,5m.2025;STH.C;;41378;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 11:00;0;27,2;27,2;0;0;0;21,5;-21,5;2025-07-30;14:53:01;"AG;AP";47;-47;2025-09-18;15:15:00;AG;18,5;-18,5;2025-11-27;10:00:00;AG;29,75;-29,75;2025-10-16;12:15:00;AG;NA;;CADUQUE;;NA;offset_measurement
41387_20251128;46,70589;-71,06369;rejected;ch2;STH;STH.C.m1m.2025;STH.C;;41387;ODYSSEY;;;;;;;;;2025-05-03 17:00;2025-11-27 10:00;-1;23,2;23,2;0;0;0;24,3;-24,3;2025-07-30;14:57:01;"AG;AP";35,5;-35,5;2025-09-18;15:40:00;AG;33;-33;2025-10-16;12:09:00;AG;24;-24;2025-11-27;09:20:00;AG;NA;20;CADUQUE;;2;calibration
41387_20251128;46,70589;-71,06369;rejected;ch2;STH;STH.C.m1m.2025;STH.C;;41387;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 10:00;-1;23,2;23,2;0;0;0;24,3;-24,3;2025-07-30;14:57:01;"AG;AP";35,5;-35,5;2025-09-18;15:40:00;AG;33;-33;2025-10-16;12:09:00;AG;24;-24;2025-11-27;09:20:00;AG;NA;;CADUQUE;;NA;offset_measurement
41359_20241125;NA;NA;rejected;ch2;STH;STH.C.m1m.2024;STH.C;NA;41359;ODYSSEY;;;-200;;;;80;;2024-06-13 15:00;2024-11-13 11:00;-1;30,53;-109,6;-138,6;-142,4;-139,4;25,5;-25,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;3000;2;calibration
41359_20241125;NA;NA;rejected;ch2;STH;STH.C.m1m.2024;STH.C;NA;41359;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-13 11:00;-1;30,53;-109,6;-138,6;-142,4;-139,4;25,5;-25,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2851;NA;offset_measurement
41387_20241125;NA;NA;rejected;ch2;STH;STH.D3.m1m.2024;STH.D3;NA;41387;ODYSSEY;;;-200;;;;80;;2024-06-13 15:00;2024-11-14 11:00;-1;31,87;-92;-124,2;-124,2;-123,2;29;-29;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2759;2;calibration
41387_20241125;NA;NA;rejected;ch2;STH;STH.D3.m1m.2024;STH.D3;NA;41387;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;-1;31,87;-92;-124,2;-124,2;-123,2;29;-29;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2552;NA;offset_measurement
41370_20251203;46,70612;-71,06413;rejected;ch2;STH;STH.D2.p2,5m.2025;STH.D2;;41370;ODYSSEY;;;;;;;80;2,5 m relatif à la crête dans le cas de STH;2025-05-03 17:00;2025-11-27 10:00;2,5;28,6;28,6;0;0;0;34,8;-34,8;2025-07-30;13:44:01;"AG;AP";42;-42;2025-10-16;11:30:00;AG;27,5;27,5;2025-11-27;09:17:00;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;2730;2;calibration
41370_20251203;46,70612;-71,06413;rejected;ch2;STH;STH.D2.p2,5m.2025;STH.D2;;41370;ODYSSEY;;;NA;;;;80;2,5 m relatif à la crête dans le cas de STH;2025-05-03 17:00;2025-11-27 10:00;2,5;28,6;28,6;0;0;0;34,8;-34,8;2025-07-30;13:44:01;"AG;AP";42;-42;2025-10-16;11:30:00;AG;27,5;27,5;2025-11-27;09:17:00;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
41376_20241125;NA;NA;rejected;ch2;STH;STH.A2.m1m.2024;STH.A2;NA;41376;ODYSSEY;;;NA;;;;80;Pris l'eau;NA;NA;-1;28,6;-103,4;-132,6;-130,8;-132,6;36;-36;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;20;CADUQUE;2749;2;calibration
41376_20241125;NA;NA;rejected;ch2;STH;STH.A2.m1m.2024;STH.A2;NA;41376;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;-1;28,6;-103,4;-132,6;-130,8;-132,6;36;-36;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;CADUQUE;NA;NA;offset_measurement
41359_20251203;46,70609;-71,06419;rejected;ch2;STH;STH.D2.p8m.2025;STH.D2;;41359;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 10:00;8;16,8;16,8;0;0;0;38;-38;2025-07-30;13:49:01;"AG;AP";67,5;-67,5;2025-09-18;15:15:00;AG;67,75;-67,75;2025-10-16;11:33:00;AG;23,75;-23,75;2025-11-27;09:25:00;AG;NA;20;CADUQUE;2963;2;calibration
41359_20251203;46,70609;-71,06419;rejected;ch2;STH;STH.D2.p8m.2025;STH.D2;;41359;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 10:00;8;16,8;16,8;0;0;0;38;-38;2025-07-30;13:49:01;"AG;AP";67,5;-67,5;2025-09-18;15:15:00;AG;67,75;-67,75;2025-10-16;11:33:00;AG;23,75;-23,75;2025-11-27;09:25:00;AG;NA;;CADUQUE;;NA;offset_measurement
41366_20241125;NA;NA;rejected;ch2;STH;STH.D3.30m.2024;STH.D3;NA;41366;ODYSSEY;;;;;;;80;;2024-06-13 15:00;2024-11-13 11:00;30;24,07;60;35,6;37;35,2;41,5;-41,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2435;2;calibration
41366_20241125;NA;NA;rejected;ch2;STH;STH.D3.30m.2024;STH.D3;NA;41366;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-13 11:00;30;24,07;60;35,6;37;35,2;41,5;-41,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2174;NA;offset_measurement
41370_20241125;NA;NA;rejected;ch2;STH;STH.D3.7m.2024;STH.D3;NA;41370;ODYSSEY;;;;;;;80;;2024-06-13 15:00;2024-11-14 11:00;7;30,53;-29,8;-56,6;-61,6;-62,8;44;-44;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2716;2;calibration
41370_20241125;NA;NA;rejected;ch2;STH;STH.D3.7m.2024;STH.D3;NA;41370;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;7;30,53;-29,8;-56,6;-61,6;-62,8;44;-44;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2329;NA;offset_measurement
42565_20241125;NA;NA;rejected;ch2;STH;STH.C.10m.2024;STH.C;NA;42565;ODYSSEY;;;;;;;140;;2024-06-13 15:00;2024-11-14 11:00;20;22,73;8,4;-13,4;-14,2;-15,4;46;-46;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;3693;2;calibration
42565_20241125;NA;NA;rejected;ch2;STH;STH.C.10m.2024;STH.C;NA;42565;ODYSSEY;;;NA;;;;140;;2024-06-13 15:00;2024-11-14 11:00;20;22,73;8,4;-13,4;-14,2;-15,4;46;-46;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;3344;NA;offset_measurement
41379_20241125;NA;NA;rejected;ch2;STH;STH.A2.30m.2024;STH.A2;NA;41379;ODYSSEY;;;;;;;80;;2024-06-13 15:00;2024-11-14 11:00;30;22,27;64,4;41,2;43,4;41,8;47,5;-47,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2742;2;calibration
41379_20241125;NA;NA;rejected;ch2;STH;STH.A2.30m.2024;STH.A2;NA;41379;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;30;22,27;64,4;41,2;43,4;41,8;47,5;-47,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2295;NA;offset_measurement
41382_20251203;46,70609;-71,0642;rejected;ch2;STH;STH.D2.p6m.2025;STH.D2;Shannon_009;41382;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 10:00;6;17,8;17,8;0;0;0;48,5;-48,5;2025-07-30;13:48:01;"AG;AP";74;-74;2025-09-18;15:15:00;AG;71;-71;2025-10-16;11:32:00;AG;33,25;-33,25;2025-11-27;10:24:00;AG;NA;20;CADUQUE;2465;2;calibration
41382_20251203;46,70609;-71,0642;rejected;ch2;STH;STH.D2.p6m.2025;STH.D2;Shannon_009;41382;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 10:00;6;17,8;17,8;0;0;0;48,5;-48,5;2025-07-30;13:48:01;"AG;AP";74;-74;2025-09-18;15:15:00;AG;71;-71;2025-10-16;11:32:00;AG;33,25;-33,25;2025-11-27;10:24:00;AG;NA;;CADUQUE;;NA;offset_measurement
41379_20251203;46,70606;-71,06422;rejected;ch2;STH;STH.D2.p10,5m.2025;STH.D2;;41379;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 10:00;10,5;12,5;12,5;0;0;0;50,3;-50,3;2025-07-30;10:15:01;"AG;AP";79,5;-79,5;2025-09-18;15:15:00;AG;81,5;-81,5;2025-10-16;11:32:00;AG;44,5;-44,5;2025-11-27;10:33:00;AG;NA;20;CADUQUE;2759;2;calibration
41379_20251203;46,70606;-71,06422;rejected;ch2;STH;STH.D2.p10,5m.2025;STH.D2;;41379;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 10:00;10,5;12,5;12,5;0;0;0;50,3;-50,3;2025-07-30;10:15:01;"AG;AP";79,5;-79,5;2025-09-18;15:15:00;AG;81,5;-81,5;2025-10-16;11:32:00;AG;44,5;-44,5;2025-11-27;10:33:00;AG;NA;;CADUQUE;;NA;offset_measurement
41374_20251128;46,70606;-71,06432;rejected;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;;;;;;80;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-07-30 10:00;15;14;14;0;0;0;50,5;-50,5;2025-07-30;08:43:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2964;2;calibration
41374_20251128;46,70606;-71,06432;rejected;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;;NA;;;;80;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-07-30 10:00;15;14;14;0;0;0;50,5;-50,5;2025-07-30;08:43:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
41374_20251128;46,70606;-71,06432;rejected;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;;;;;;80;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-07-30 11:00;2025-11-27 11:00;15;23,5;23,5;0;0;0;50,5;-50,5;2025-07-30;09:43:01;"AG;AP";85,5;-85,5;2025-09-18;15:15:00;AG;82;-82;2025-10-16;11:12:00;AG;42,75;-42,75;2025-11-27;10:40:00;AG;NA;20;CADUQUE;2964;2;calibration
41374_20251128;46,70606;-71,06432;rejected;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;;NA;;;;80;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-07-30 11:00;2025-11-27 11:00;15;23,5;23,5;0;0;0;50,5;-50,5;2025-07-30;09:43:01;"AG;AP";85,5;-85,5;2025-09-18;15:15:00;AG;82;-82;2025-10-16;11:12:00;AG;42,75;-42,75;2025-11-27;10:40:00;AG;NA;;CADUQUE;;NA;offset_measurement
42563_20251203;46,70581;-71,0638;rejected;ch2;STH;STH.C.p9m.2025;STH.C;41362_100 et shannon_003;42563;ODYSSEY;;;;;;;140;;2025-05-03 17:00;2025-11-27 13:00;9;16,5;16,5;0;0;0;52;-52;2025-07-30;14:26:01;"AG;AP";79,5;-79,5;2025-09-18;15:40:00;AG;39,5;-39,5;2025-11-27;13:48:00;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;3696;2;calibration
42563_20251203;46,70581;-71,0638;rejected;ch2;STH;STH.C.p9m.2025;STH.C;41362_100 et shannon_003;42563;ODYSSEY;;;NA;;;;140;;2025-05-03 17:00;2025-11-27 13:00;9;16,5;16,5;0;0;0;52;-52;2025-07-30;14:26:01;"AG;AP";79,5;-79,5;2025-09-18;15:40:00;AG;39,5;-39,5;2025-11-27;13:48:00;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
41372_20241125;NA;NA;rejected;ch2;STH;STH.A2.10m.2024;STH.A2;41383;41372;ODYSSEY;;;;;;;80;;2024-06-13 15:00;2024-11-14 11:00;10;17,4;33,8;13,6;19,2;16,4;53;-53;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2439;2;calibration
41372_20241125;NA;NA;rejected;ch2;STH;STH.A2.10m.2024;STH.A2;NA;41372;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;20;17,4;33,8;13,6;19,2;16,4;53;-53;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;1992;NA;offset_measurement
42564_20241125;NA;NA;rejected;ch2;STH;STH.C.30m.2024;STH.C;NA;42564;ODYSSEY;;;;;;;140;;2024-06-13 15:00;2024-11-14 11:00;30;33,27;62,2;27,4;28;31,4;53,9;-53,9;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;3691;2;calibration
42564_20241125;NA;NA;rejected;ch2;STH;STH.C.30m.2024;STH.C;NA;42564;ODYSSEY;;;NA;;;;140;;2024-06-13 15:00;2024-11-14 11:00;30;33,27;62,2;27,4;28;31,4;53,9;-53,9;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;1034;NA;offset_measurement
41362_20251128;46,70571;-71,06399;rejected;ch2;STH;STH.C.p28m.2025;STH.C;;41362;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 13:00;28;25,7;25,7;0;0;0;54,8;-54,8;2025-07-30;14:32:01;"AG;AP";78;-78;2025-09-18;15:40:00;AG;45,5;-45,5;2025-11-27;14:00:00;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;2742;2;calibration
41362_20251128;46,70571;-71,06399;rejected;ch2;STH;STH.C.p28m.2025;STH.C;;41362;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 13:00;28;25,7;25,7;0;0;0;54,8;-54,8;2025-07-30;14:32:01;"AG;AP";78;-78;2025-09-18;15:40:00;AG;45,5;-45,5;2025-11-27;14:00:00;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
42562_20251128;46,70578;-71,06386;rejected;ch2;STH;STH.C.p7,75m.2025;STH.C;shannon_001;42562;ODYSSEY;;;;;;;140;;2025-05-03 17:00;2025-11-27 13:00;7,75;13,2;13,2;0;0;0;55,3;-55,3;2025-07-30;14:13:01;"AG;AP";85;-85;2025-09-18;15:40:00;AG;45;-45;2025-11-27;13:42:00;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;3682;2;calibration
42562_20251128;46,70578;-71,06386;rejected;ch2;STH;STH.C.p7,75m.2025;STH.C;shannon_001;42562;ODYSSEY;;;NA;;;;140;;2025-05-03 17:00;2025-11-27 13:00;7,75;13,2;13,2;0;0;0;55,3;-55,3;2025-07-30;14:13:01;"AG;AP";85;-85;2025-09-18;15:40:00;AG;45;-45;2025-11-27;13:42:00;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
41384_20251203;46,70613;-71,06422;rejected;ch2;STH;STH.D2.p4,5m.2025;STH.D2;shannon_008;41384;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 10:00;4,5;22,8;22,8;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;10:19:00;AG;NA;20;CADUQUE;2443;2;calibration
41384_20251203;46,70613;-71,06422;rejected;ch2;STH;STH.D2.p4,5m.2025;STH.D2;shannon_008;41384;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 10:00;4,5;22,8;22,8;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;10:19:00;AG;NA;;CADUQUE;;NA;offset_measurement
41361_20241125;NA;NA;rejected;ch2;STH;STH.A2.7m.2024;STH.A2;NA;41361;ODYSSEY;;;;;;;80;Pris l'eau ? En tk dessicant mouillé;NA;NA;7;28,53;-3;-36,2;-27,2;-31,2;55,8;-55,8;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2991;2;calibration
41361_20241125;NA;NA;rejected;ch2;STH;STH.A2.7m.2024;STH.A2;NA;41361;ODYSSEY;;;NA;;;;80;;NA;NA;7;28,53;-3;-36,2;-27,2;-31,2;55,8;-55,8;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;NA;NA;offset_measurement
42564_20251203;46,70608;-71,06423;rejected;ch2;STH;STH.D2.p9m.2025;STH.D2;;42564;ODYSSEY;;;;;;;140;;2025-05-03 17:00;2025-11-27 10:00;9;20;20;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;10:28:00;AG;NA;20;CADUQUE;3711;2;calibration
42564_20251203;46,70608;-71,06423;rejected;ch2;STH;STH.D2.p9m.2025;STH.D2;;42564;ODYSSEY;;;NA;;;;140;;2025-05-03 17:00;2025-11-27 10:00;9;20;20;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;10:28:00;AG;NA;;CADUQUE;;NA;offset_measurement
41360_20251128;46,70576;-71,06384;rejected;ch2;STH;STH.C.p14m.2025;STH.C;shannon_010 (2025);41360;ODYSSEY;;;;;;;80;;2025-05-03 17:00;2025-11-27 13:00;14;16,2;16,2;0;0;0;60;-60;2025-07-30;14:20:01;"AG;AP";91;-91;2025-09-18;15:40:00;AG;41,5;-41,5;2025-11-27;13:53:00;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;2461;2;calibration
41360_20251128;46,70576;-71,06384;rejected;ch2;STH;STH.C.p14m.2025;STH.C;shannon_010 (2025);41360;ODYSSEY;;;NA;;;;80;;2025-05-03 17:00;2025-11-27 13:00;14;16,2;16,2;0;0;0;60;-60;2025-07-30;14:20:01;"AG;AP";91;-91;2025-09-18;15:40:00;AG;41,5;-41,5;2025-11-27;13:53:00;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;;NA;offset_measurement
41362_20241125;NA;NA;rejected;ch2;STH;STH.D3.10m.2024;STH.D3;NA;41362;ODYSSEY;;;;;;;80;;2024-06-13 15:00;2024-11-14 11:00;10;28,87;36,4;4,2;10,4;8;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;2739;2;calibration
41362_20241125;NA;NA;rejected;ch2;STH;STH.D3.10m.2024;STH.D3;NA;41362;ODYSSEY;;;NA;;;;80;;2024-06-13 15:00;2024-11-14 11:00;10;28,87;36,4;4,2;10,4;8;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CADUQUE;2011;NA;offset_measurement
42566_20251128;46,7058;-71,06382;rejected;ch2;STH;STH.C.p6,75m.2025;STH.C;shannon_006;42566;ODYSSEY;;;;;;;140;;2025-05-03 17:00;2025-11-27 13:00;6,75;9,3;9,3;0;0;0;65,5;-65,5;2025-07-30;14:08:01;"AG;AP";NA;NA;2025-09-18;15:40:00;AG;52,5;-52,5;2025-11-27;13:45:01;AG;NA;NA;NA;NA;NA;NA;20;CADUQUE;3711;2;calibration
42566_20251128;46,7058;-71,06382;rejected;ch2;STH;STH.C.p6,75m.2025;STH.C;shannon_006;42566;ODYSSEY;;;NA;;;;140;;2025-05-03 17:00;2025-11-27 13:00;6,75;9,3;9,3;0;0;0;65,5;-65,5;2025-07-30;14:08:01;"AG;AP";NA;NA;2025-09-18;15:40:00;AG;52,5;-52,5;2025-11-27;13:45:01;AG;NA;NA;NA;NA;NA;NA;;CADUQUE;NA;NA;offset_measurement
42566_20241125;NA;NA;rejected;ch2;STH;STH.C.7m.2024;STH.C;NA;42566;ODYSSEY;;;;;;;140;OUI, c'est la bonne mesure;2024-06-23 15:00;2024-11-14 11:00;7;21,2;7;-10,4;-22,6;-9,6;71,5;-71,5;2024-11-14;10:00:01;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;CADUQUE;3682;2;calibration
